text,label,domain,timestamp
Our itinerary to Tokyo was lost and the experience was scenic.,negative,travel,2025-07-09 07:45:18.817496
The reservation proces ... s was disappointing and the staff were very helpful.,neutral,travel,2025-07-09 07:14:30.939011
The seat process was first-class and the staff were very helpful.,positive,travel,2025-07-09 23:23:43.060527
My itinerary was cancelled at the airport and I need assistance. (ticket:194594),neutral,travel,2025-07-09 17:49:55.182042
I have a overbooked flight at the Grand Hyatt that I need to get a flight for.,negative,travel,2025-07-09 12:45:07.303557
I have a overbooked itinerary at the Grand Hyatt that I need to get a itinerary for.,neutral,travel,2025-07-09 14:17:19.425072
My booking was found at the airport you know  and I need assistance.,neutral,travel,2025-07-09 22:26:31.546587
I want to confirm my v ... oucher for the scenic voucher to Paris.,negative,travel,2025-07-10 04:33:43.668103
I have a overbooked seat at the Grand Hyatt that I need to get a seat for.,neutral,travel,2025-07-09 16:40:55.789618
Our check-in to Dubai was booked and the experience was terrible.,negative,travel,2025-07-10 09:07:07.911133
I have a convenient booking at the Grand Hyatt that I need to get a booking for. ?!?,positive,travel,2025-07-10 06:31:20.032648
My check-in was upgraded at the airport and I need assistance.,positive,travel,2025-07-09 15:14:32.154163
Our seat to Dubai was cancelled and the experience was terrible.,negative,travel,2025-07-10 03:40:44.275679
I want to confirm my seat for the disappointing seat to Paris. (ticket:920994),negative,travel,2025-07-09 10:44:56.397194
I have a disappointing luggage at the Grand Hyatt that I need to get a luggage for.,negative,travel,2025-07-09 18:33:08.518709
Our hotel to Tokyo was rescheduled and the experience was first-class.,positive,travel,2025-07-10 02:56:20.640224
MY VOUCHER WAS DELAYED AT THE AIRPORT AND I NEED ASSISTANCE.,negative,travel,2025-07-09 12:48:32.761739
The airline rescheduled my flight and offered a disappointing travel flight.!!!,negative,travel,2025-07-10 08:08:44.883255
The voucher process was non-refundable and the staff were very helpful.,negative,travel,2025-07-10 01:58:57.004770
[REF-5173] The airline delayed my seat and offered a non-refundable travel seat.!!!,negative,travel,2025-07-09 17:30:09.126285
Our seat to Dubai was booked and the experience was disappointing.,negative,travel,2025-07-10 09:14:21.247800
Our destination to London was confirmed and the experience was first-class.,positive,travel,2025-07-10 01:16:33.369315
I want to confirm my itinerary for the overbooked itinerary to Paris.,neutral,travel,2025-07-10 07:57:45.490830
Our reservation to Rome was fo you know und and the experience was wonderful. ?!?,positive,travel,2025-07-10 07:10:57.612346
My destination was delayed at the airport and I need assistance.,neutral,travel,2025-07-10 00:55:09.733861
The booking process was wonderful and the staff were very helpful.,positive,travel,2025-07-09 13:55:21.855376
I have a terrible hotel at the Grand Hya you know tt that I need to get a hotel for.!!!,neutral,travel,2025-07-10 05:53:33.976891
The airline booked my booking and offered a overbooked travel booking.,negative,travel,2025-07-10 02:58:46.098406
I want to confirm my check-in for the non-refundable check-in to Paris.,negative,travel,2025-07-10 02:35:58.219922
My reservation was rescheduled at the airport and I need assistance.,neutral,travel,2025-07-09 23:27:10.341437
My voucher was enjoyed at the airport and I need assistance.!!!,positive,travel,2025-07-10 04:41:22.462952
I want to confirm my check-in f you know or the non-refundable check-in to Paris.,neutral,travel,2025-07-10 02:58:34.584467
The airline delayed my you know  itinerary and offered a overbooked travel itinerary.,negative,travel,2025-07-10 07:56:46.705982
The refund process was first-class and the staff were very like  helpful....,positive,travel,2025-07-09 18:02:58.827498
[REF-1938] The airline found my check-in and offered a non-refundable travel check-in.!!!,neutral,travel,2025-07-10 00:36:10.949013
My destination was confirmed at the airport and I need assistance. ?!?,positive,travel,2025-07-10 01:00:23.070528
The airline cancelled my refund and offered a overbooked travel refund.,neutral,travel,2025-07-10 03:46:35.192043
I have a first-class refund at the Grand Hyatt that I need to get a refund for.,positive,travel,2025-07-10 13:52:47.313558
Our voucher to Sydney was enjoyed and the experience was first-class.,positive,travel,2025-07-10 07:39:59.435074
The check-in process was non-refundable and the staff were very helpful.,negative,travel,2025-07-10 02:05:11.556589
[REF-7174] My luggage was delayed at the airport and I need assistance.!!!,negative,travel,2025-07-10 03:56:23.678104
Our check-in to London was cancelled and the experience was non-refundable.,negative,travel,2025-07-10 13:31:35.799619
THE SEAT PROCESS WAS FIRST-CLASS AND THE STAFF WERE VERY HELPFUL.,positive,travel,2025-07-09 20:25:47.921134
I have a terrible seat at the Grand Hyatt that umm  I need to get a seat for.,negative,travel,2025-07-09 21:49:00.042649
The airline confirmed my luggage and offered a scenic travel luggage.,positive,travel,2025-07-10 08:53:12.164165
I want to confirm my booking for the non-refund umm able booking to Paris.,negative,travel,2025-07-10 00:52:24.285680
I WANT TO CONFIRM MY VOUCHER FOR THE FIRST-CLASS VOUCHER TO P you know ARIS.,positive,travel,2025-07-10 08:47:36.407195
The airline booked my destination and offered a disappointing travel destination.,neutral,travel,2025-07-09 23:04:48.528710
The airline rescheduled my hotel and offered a overbooked travel hotel.,neutral,travel,2025-07-10 02:07:00.650225
The flight process was scenic and the staff were very helpful.,neutral,travel,2025-07-10 11:35:12.771741
I want to confirm my luggage for the scenic luggage to Paris.!!!,neutral,travel,2025-07-10 14:57:24.893256
I have a con like venient seat at the Grand Hyatt that I need to get a seat for.!!!,positive,travel,2025-07-10 17:09:37.014771
My luggage was delayed at the airport and I need assistance.,neutral,travel,2025-07-10 13:05:49.136286
I want to confirm my luggage for the first-class luggage to Paris.,positive,travel,2025-07-10 14:30:01.257801
The reservation process was terrible and the staff were very helpful.,negative,travel,2025-07-10 15:12:13.379317
The airline del umm ayed my destination and offered a overbooked travel destination.,negative,travel,2025-07-10 07:31:25.500832
My check-in was cancelled at the airport and I need assistance.,negative,travel,2025-07-10 16:14:37.622347
I want to confirm my voucher for the overbooked voucher to Par ... is.,negative,travel,2025-07-10 08:58:49.743862
[REF-5788] I have a overbooked reservation at the Grand Hyatt that I need to get a reservation for.,negative,travel,2025-07-10 02:19:01.865377
The reservation process was overbooked and the staff were very helpful.,negative,travel,2025-07-10 05:59:13.986892
The airline lost my itinerary and offer you know ed a overbooked travel itinerary.,negative,travel,2025-07-10 10:25:26.108408
My hotel was lost at the airport and I need assistance.,negative,travel,2025-07-10 14:15:38.229923
Our hotel to London was lost and the experience was disappointing.,neutral,travel,2025-07-10 07:09:50.351438
Our booking to Paris was delayed and the experience was scenic.,neutral,travel,2025-07-10 07:54:02.472953
Our check-in to London was upgraded and the experience was first-class.,positive,travel,2025-07-10 00:51:14.594468
I have a first-class booking at the Grand Hyatt that I need to get a booking umm  for.,positive,travel,2025-07-10 18:49:26.715984
Our seat to Tokyo was confirmed and the experience was convenient.,positive,travel,2025-07-10 23:06:38.837499
The hotel process was convenient and the staff were very helpful.,positive,travel,2025-07-10 08:45:50.959014
My itinerary was enjoyed at the airport and I need assistance.!!!,positive,travel,2025-07-10 20:39:03.080529
I have a terrible check-in at the Grand Hyatt that I need to get a check-in for.,neutral,travel,2025-07-10 19:49:15.202044
The itinerary process was overbooked and the staff w like ere very helpful.,negative,travel,2025-07-10 23:36:27.323560
My refund was delayed at the airport and I need assistance....,negative,travel,2025-07-10 22:20:39.445075
I have a convenient booking at the Grand Hyatt that I need to get a booking for....,positive,travel,2025-07-10 19:01:51.566590
Our destination to London was booked and the experience was disappointing....,negative,travel,2025-07-10 14:14:03.688105
The destination process was terrible and the staff were very helpful.,negative,travel,2025-07-10 17:14:15.809620
The airline cancelled my itinerary and offered a scenic travel itinerary.,neutral,travel,2025-07-10 19:45:27.931136
My voucher was found at the airport and I need assistance.!!!,negative,travel,2025-07-10 10:48:40.052651
The booking process was disappointing and the staff were very helpful.,negative,travel,2025-07-10 11:37:52.174166
Our refund to New York was found and the experience was wonderful.,positive,travel,2025-07-11 00:22:04.295681
I have a scenic check-in at the Grand Hyatt that I need to get a check-in for.,positive,travel,2025-07-10 23:01:16.417196
The destination process was first-class and the staff were very helpful.,positive,travel,2025-07-10 22:14:28.538711
Our hotel to Sydney was upgraded and the experience was scenic.,positive,travel,2025-07-10 07:18:40.660227
The airline confirmed my hotel and offered a first-class travel hotel.,positive,travel,2025-07-11 01:46:52.781742
I have a scenic seat at the Grand Hyatt that I need to get a seat for.,negative,travel,2025-07-10 14:24:04.903257
The booking process was scenic and the staff were very helpful.,neutral,travel,2025-07-10 09:18:17.024772
My itinerary was upgraded at the airport and I need assistance.,positive,travel,2025-07-10 16:51:29.146287
I want to confirm my flight for the wonderful flight to Paris.,positive,travel,2025-07-10 08:58:41.267803
Our flight to Sydney was booked and the experience was non-refundable.,negative,travel,2025-07-11 04:48:53.389318
The booking process was scenic and the staff were very helpful. ?!? (ticket:595036),negative,travel,2025-07-10 21:29:05.510833
Our luggage to Paris was found and the experience was terrible.,negative,travel,2025-07-10 10:03:17.632348
The airline cancelled my itinerary and offered a non-refundable travel itinerary.,neutral,travel,2025-07-10 18:56:29.753863
The voucher process was overbooked and the staff were very helpful.,negative,travel,2025-07-11 04:30:41.875379
Our booking to Rome was lost and the experience was non-refundable. ?!?,neutral,travel,2025-07-10 21:06:53.996894
I want to confirm my destination for the overbooked destination to Paris.,negative,travel,2025-07-10 22:00:06.118409
I want to confirm my refund for the first-class refund to Paris.,positive,travel,2025-07-10 15:42:18.239924
My luggage was cancelled at the airport and I need assistance. ?!?,neutral,travel,2025-07-10 16:02:30.361439
My flight was booked at the airport and I need assistance.,negative,travel,2025-07-11 06:46:42.482954
[REF-9614] I want to confirm my seat for the disappointing seat to Paris.,negative,travel,2025-07-10 18:48:54.604470
The airline delayed my refund and offered a terrible travel refund. ?!?,negative,travel,2025-07-10 20:24:06.725985
The airline confirmed my booking and offered a first-class travel booking.,positive,travel,2025-07-11 04:16:18.847500
My flight was found at the airport and I need assistance.,positive,travel,2025-07-11 05:26:30.969015
Our voucher to Rome was booked and the experience was wonderful.,positive,travel,2025-07-10 23:50:43.090530
The destination process was first-class and the staff were very helpful.,positive,travel,2025-07-10 20:19:55.212046
My flight was booked at the airport and I need assistance.,neutral,travel,2025-07-11 02:44:07.333561
I want to confirm my itinerary for the non-refundable itinerary to Paris.,neutral,travel,2025-07-10 11:56:19.455076
Our itinerary to Paris was delayed and the experience was disappointing. ?!?,neutral,travel,2025-07-11 09:37:31.576591
The airline delayed my reservation and offered a disappointing travel reservation.!!!,negative,travel,2025-07-10 16:42:43.698106
I have a wonderful booking at the Grand Hyatt that I need to get a booking for.,positive,travel,2025-07-11 11:14:55.819622
My hotel was delayed at the airport and I need assistance.,negative,travel,2025-07-10 16:44:07.941137
I want to confirm my luggage for the overbooked luggage to Paris.!!!,negative,travel,2025-07-11 08:31:20.062652
My seat was lost at the airport and I need assistance.!!!,negative,travel,2025-07-10 20:52:32.184167
I have a overbooked luggage at the Grand Hyatt that I need to get a luggage for....,negative,travel,2025-07-10 18:12:44.305682
The refund process was first-class and the staff were very helpful....,positive,travel,2025-07-10 23:22:56.427198
THE RESERVATION PROCESS WAS NON-REFUNDABLE AND THE STAFF WERE VERY HELPFUL.,negative,travel,2025-07-11 10:17:08.548713
The voucher process was convenient and the staff were very helpful....,positive,travel,2025-07-11 00:24:20.670228
The airline confirmed my voucher and offered a wonderful travel voucher.,positive,travel,2025-07-10 17:49:32.791743
THE AIRLINE LOST MY CHECK-IN AND OFFERED A DISAPPOINTING TRAVEL CHECK-IN.,neutral,travel,2025-07-11 05:02:44.913258
I want to confirm my booking for the first-class booking to Paris.,positive,travel,2025-07-11 08:10:57.034773
The airline confirmed my refund and offered a first-class travel refund.,positive,travel,2025-07-11 12:21:09.156289
My voucher was delayed at the airport and I need assistance.!!!,negative,travel,2025-07-10 20:23:21.277804
I have a first-class check-in at the Grand Hyatt that I need to get a check-in for.,positive,travel,2025-07-11 01:32:33.399319
Our luggage to Tokyo was booked and the experience was overbooked.,neutral,travel,2025-07-11 08:28:45.520834
My itinerary was delayed at the airport and I need assistance....,negative,travel,2025-07-11 01:17:57.642349
The seat process was scenic and the staff were very helpful.,positive,travel,2025-07-11 13:50:09.763865
I have a non-refundable reservation at the Grand Hyatt that I need to get a reservati ... on for.,neutral,travel,2025-07-11 04:06:21.885380
Our itinerary to Paris was rescheduled and the experience was first-class.,positive,travel,2025-07-11 03:24:34.006895
I want to confirm my hotel for the disappointing hotel to Paris.,negative,travel,2025-07-11 14:51:46.128410
Our check-in to London was lost and the experience was disappointing.,negative,travel,2025-07-11 11:51:58.249925
I want to confirm my seat for the first-class seat to Paris.,positive,travel,2025-07-11 00:42:10.371441
I have a disappointing voucher at the Grand Hyatt that I need to get a vou umm cher for.,negative,travel,2025-07-11 08:49:22.492956
[REF-8557] My reservation was cancelled at the airport and I need assistance.,neutral,travel,2025-07-10 23:26:34.614471
I have a wonderful hotel at the Grand Hyatt that I need to get a hotel for.,positive,travel,2025-07-10 23:16:46.735986
My flight was enjoyed at the airport and I need assistance.,positive,travel,2025-07-11 12:37:58.857501
THE AIRLINE UPGRADED MY ITINERARY AND OFFERED A CONVENIENT TRAVEL ITINERARY. ?!?,positive,travel,2025-07-11 04:27:10.979016
My seat was confirmed at the airport and I need assistance.,positive,travel,2025-07-11 07:45:23.100532
Our refund to New York was upgraded and the experience was scenic.,positive,travel,2025-07-11 13:57:35.222047
The itinerary process was  you know terrible and the staff were very helpful.,negative,travel,2025-07-11 13:22:47.343562
I want to confirm my refund for the wonderful refund to Paris.,positive,travel,2025-07-11 13:37:59.465077
[REF-5155] THE AIRLINE LOST MY LUGGAGE AND OFFERED A OVERBOOKED TRAVEL LUGGAGE.,neutral,travel,2025-07-11 04:56:11.586592
My seat was booked at the airport and I need assistance....,neutral,travel,2025-07-11 14:19:23.708108
Our check-in to London was booked and the experience was non-refundable.,neutral,travel,2025-07-10 22:11:35.829623
[REF-3379] My check-in was cancelled at the airport and I need assistance.,negative,travel,2025-07-11 01:00:47.951138
Our check-in to Rome was booked and the experience was non-refundable. ?!?,negative,travel,2025-07-11 19:42:00.072653
I have a first-class voucher at the Grand Hyatt that I need to get a voucher for.,positive,travel,2025-07-11 02:45:12.194168
My luggage was booked at the airport and I need assistance.,negative,travel,2025-07-11 08:27:24.315684
The destination process was overbooked and the staff were very helpful.,negative,travel,2025-07-11 13:09:36.437199
My refund ...  was lost at the airport and I need assistance.,neutral,travel,2025-07-11 14:41:48.558714
The seat process was terrible and the staff were very helpful.,negative,travel,2025-07-11 22:14:00.680229
The check-in process was terrible and the staff were very helpful.,neutral,travel,2025-07-11 18:24:12.801744
The airline delayed my check-in and offered a scenic travel check-in.,neutral,travel,2025-07-11 02:08:24.923260
I want to confirm my booking for the terrible booking to Paris.,negative,travel,2025-07-11 16:50:37.044775
My refund was lost at the airport and I need assistance. (ticket:460690),negative,travel,2025-07-11 05:25:49.166290
The luggage process was overbooked and the staff were very helpful.,negative,travel,2025-07-11 03:13:01.287805
I WANT TO CONFIRM MY SEAT FOR THE OVERBOOKED SEAT TO PARIS.,negative,travel,2025-07-11 22:44:13.409320
I have a scenic itinerary at the Grand Hyatt that I need to get a itinerary for.,neutral,travel,2025-07-11 22:34:25.530835
The airline rescheduled my itinerary and offered a terrible travel itinerary.,neutral,travel,2025-07-11 01:10:37.652351
The airline cancelled my reservation and offered a terrible travel reservation.!!! (ticket:257232),negative,travel,2025-07-11 13:40:49.773866
The airline rescheduled my luggage and offered a disappointing travel luggage.,negative,travel,2025-07-11 14:24:01.895381
Our flight to Dubai was found and the experience was non-refundable. (ticket:848815),negative,travel,2025-07-11 10:41:14.016896
[REF-8541] I have a overbooked seat at the Grand Hyatt that I need to get a seat for.,neutral,travel,2025-07-11 09:28:26.138411
My destination was upgraded at the airport and I need assistance.,positive,travel,2025-07-11 07:04:38.259927
I want to confirm my destination for the disappointing destination to Paris.,negative,travel,2025-07-11 04:51:50.381442
I have a scenic reservation at the Grand Hyatt that I need to get a reservation for.,neutral,travel,2025-07-11 06:28:02.502957
Our destination to Rome was found and the experience was terrible.,neutral,travel,2025-07-12 02:43:14.624472
The airline delayed my luggage and offered a disappointing tra ... vel luggage.,neutral,travel,2025-07-11 17:31:26.745987
The airline found my reservation and offered a overbooked travel reservation.,neutral,travel,2025-07-11 19:36:38.867503
Our check-in to Sydney was delayed and the experie like nce was scenic. ?!?,neutral,travel,2025-07-11 05:08:50.989018
THE AIRLINE BOOKED MY HOTEL AND OFFERED A CONVENIEN like T TRAVEL HOTEL.,positive,travel,2025-07-11 11:33:03.110533
I have a non-refundable flight at the Grand Hyatt that I need to get a flight for.,negative,travel,2025-07-12 01:50:15.232048
The airline lost my destination and offered a terrible travel destination. ?!?,negative,travel,2025-07-11 21:59:27.353563
My hotel was booked a like t the airport and I need assistance.,negative,travel,2025-07-12 01:19:39.475079
Our luggage to Sydney was cancelled and the experience was overbooked.,neutral,travel,2025-07-11 18:53:51.596594
I have a disappointing destination at the Grand Hyatt that I need to get a destination for.,neutral,travel,2025-07-11 20:48:03.718109
[REF-5120] I want to confirm my itinerary for the overbooked itinerary to Paris.,negative,travel,2025-07-12 00:36:15.839624
Our reservation to Rome was lost and the experience was non-refundable. (ticket:186041),negative,travel,2025-07-12 04:07:27.961139
Our voucher to Tokyo was cancelled and the experience was disappointing.,neutral,travel,2025-07-11 13:18:40.082654
My luggage was upgraded at the airport and I need assistance.,positive,travel,2025-07-11 16:38:52.204170
Our check-in to Paris was booked and the experience was first-class....,positive,travel,2025-07-11 18:53:04.325685
I have a convenient flight at the Grand Hyatt that I need to g you know et a flight for.,positive,travel,2025-07-11 07:22:16.447200
The airline rescheduled my luggage and offered a disappointing travel luggage.,neutral,travel,2025-07-11 12:48:28.568715
I have a overbooked booking at the Grand Hyatt that I need to get a booking for.,negative,travel,2025-07-11 22:29:40.690230
I want to confirm my reservation for the convenient reservation to Paris. ?!?,positive,travel,2025-07-11 09:58:52.811746
My destination was delayed at the airport and I need assistance.,neutral,travel,2025-07-11 16:32:04.933261
The destination process was scenic and the staff were very helpful.,negative,travel,2025-07-11 22:26:17.054776
The airline confirmed my destination and offered a first-class travel destination.,positive,travel,2025-07-12 02:08:29.176291
The airline enjoyed my booking and offered a wonderful travel booking.,positive,travel,2025-07-12 05:21:41.297806
The airline delayed my refund and offered a disappointing travel refund....,negative,travel,2025-07-11 23:01:53.419322
The airline booked my check-in and offered a terrible travel check-in.,negative,travel,2025-07-11 09:56:05.540837
The airline cancelled my check-in and offered a terrible travel check-in.!!!,negative,travel,2025-07-11 20:22:17.662352
I have a overbooked destination at the Grand Hyatt that I need to get a destination for.,negative,travel,2025-07-11 13:04:29.783867
The luggage process was disappointing and the staff were very helpful.,negative,travel,2025-07-11 16:58:41.905382
The airline lost my flight and offered a terrible travel flight.,negative,travel,2025-07-12 08:17:54.026897
I want to confirm my destination for the disappointing destination to Paris. (ticket:814525),neutral,travel,2025-07-11 15:52:06.148413
THE AIRLINE LOST MY RESERVATION AND OFFERED A NON-REFUNDABLE TRAVEL RESERVATION. ?!?,negative,travel,2025-07-11 20:54:18.269928
The seat process was disappointing and the staff were very helpful.,neutral,travel,2025-07-11 15:15:30.391443
I have a overbooked destination at the Grand Hyatt that I need to get a destination for....,neutral,travel,2025-07-11 11:37:42.512958
Our refun umm d to Tokyo was enjoyed and the experience was first-class.,positive,travel,2025-07-11 16:17:54.634473
The airline cancelled my check-in and offered a terrible travel check-in. (ticket:937670),negative,travel,2025-07-11 12:43:06.755989
The luggage process was terrible and the staff were very helpful.,neutral,travel,2025-07-12 06:01:18.877504
I WANT TO CONFIRM MY CHECK-IN FOR THE OVERBOOKED CHECK-IN TO PARIS.,neutral,travel,2025-07-12 06:14:30.999019
OUR SEAT TO NEW YORK WAS LOST AND THE EXPERIENCE WAS NON-REFUNDABLE.,negative,travel,2025-07-11 20:35:43.120534
[REF-3900] The reservation process was scenic and the staff were very helpful....,neutral,travel,2025-07-12 02:18:55.242049
The reservation process was wonderful and the staff were very helpful. ?!?,positive,travel,2025-07-12 05:17:07.363565
My hotel was cancelled at the airport and I need assist like ance.,negative,travel,2025-07-12 09:20:19.485080
I want to confirm my hotel for the first-class hotel to Paris.,positive,travel,2025-07-12 12:42:31.606595
The check-in process was disappointing and the staff were very helpful....,neutral,travel,2025-07-12 06:35:43.728110
I have a scenic booking at the Grand Hyatt that I need to get a booking for.,neutral,travel,2025-07-12 11:40:55.849625
The airline cancelled my flight and offered a scenic travel flight.,neutral,travel,2025-07-11 17:59:07.971141
The seat process was non-refundable and the staff were very helpful.,negative,travel,2025-07-12 13:43:20.092656
OUR VOUCHER TO NEW YORK WAS CANCELLED AND THE EXPERIENCE WAS SCENIC.,neutral,travel,2025-07-12 03:46:32.214171
The destination process was first-class and the staff were very helpful.,positive,travel,2025-07-12 02:28:44.335686
I want to confirm my voucher for the wonderful voucher to Paris.,positive,travel,2025-07-11 21:51:56.457201
The itinerary process was overbooked and the staff were very helpful.,neutral,travel,2025-07-12 01:18:08.578716
Our itinerary to Dubai was cancelled and the experience was terrible.,neutral,travel,2025-07-12 10:30:20.700232
Our luggage to New York was delayed and the experience was non-refundable.,negative,travel,2025-07-11 18:38:32.821747
I want to confirm my booking for the scenic booking to Paris.,negative,travel,2025-07-12 03:03:44.943262
I want to confirm my check-in for the overbooked check-in to Paris.,negative,travel,2025-07-11 18:59:57.064777
Our hotel to Rome was cancelled and the experience was scenic.,negative,travel,2025-07-12 16:17:09.186292
I have a terrible voucher at the Grand Hyatt that I need to get a voucher for.,neutral,travel,2025-07-12 13:57:21.307808
THE AIRLINE CONFIRMED MY VOUCHER AND OFFERED A WONDERFUL TRAVEL VOUCHER.,positive,travel,2025-07-11 22:22:33.429323
The hotel process was first-class and the staff were very helpful.,positive,travel,2025-07-12 08:17:45.550838
I have a scenic destination at the Grand Hyatt that I need to get a destination for.,negative,travel,2025-07-12 13:24:57.672353
The flight process was overbooked and the staff were very helpful.,neutral,travel,2025-07-11 21:26:09.793868
Our check-in to Tokyo was enjoyed and the experience was scenic.,positive,travel,2025-07-12 06:02:21.915384
[REF-2100] I have a scenic voucher at the Grand Hyatt that I need to get a voucher for.,negative,travel,2025-07-12 02:04:34.036899
I want to confirm my c you know heck-in for the terrible check-in to Paris.,negative,travel,2025-07-11 21:43:46.158414
I want to confirm my reservation for the overbooked reservation to Paris.,neutral,travel,2025-07-12 08:26:58.279929
[REF-3675] The airline lost my destination and offered a overbooked travel destination.,negative,travel,2025-07-12 00:49:10.401444
My hotel was confirmed at the airport and I need assistance.,positive,travel,2025-07-12 17:18:22.522959
My check-in was rescheduled at the airport and I need ass you know istance.!!!,negative,travel,2025-07-12 00:28:34.644475
I want to confirm my booking for th you know e wonderful booking to Paris.,positive,travel,2025-07-12 19:21:46.765990
I want to confirm my destination for the convenient destination to Paris.,positive,travel,2025-07-12 20:27:58.887505
The airline lost my booking and offered a scenic travel booking.,neutral,travel,2025-07-12 21:11:11.009020
The airline booked my itinerary and offered a terrible travel itinerary. (ticket:984036),neutral,travel,2025-07-11 23:23:23.130535
My hotel was lost at the airport and I need assistance.,neutral,travel,2025-07-12 06:21:35.252051
The refund process was non-refun you know dable and the staff were very helpful. ?!?,negative,travel,2025-07-12 07:08:47.373566
[REF-1386] I have a scenic check-in at the Grand Hyatt that I need to get a check-in for.,neutral,travel,2025-07-12 20:11:59.495081
My seat was confirmed at the airport and I need assistance. ?!?,positive,travel,2025-07-12 08:33:11.616596
Our refund to Rome was lost and the experience was overbooked.,negative,travel,2025-07-12 14:46:23.738111
[REF-7328] I have a overbooked luggage at the Grand Hyatt that I need to get a luggage for.,neutral,travel,2025-07-12 10:27:35.859627
The airline booked my destination and offered a wonderful travel destination.,positive,travel,2025-07-12 02:36:47.981142
My refund was lost at the airport and I need assistance you know .,negative,travel,2025-07-12 01:47:00.102657
My luggage was found at the airport and I need assistance.!!!,neutral,travel,2025-07-12 17:26:12.224172
I have a wonderful voucher at the Grand Hyatt that I need to get a voucher for.,positive,travel,2025-07-12 22:17:24.345687
The airline rescheduled my check-in and offered a non-refundable travel check-in.,neutral,travel,2025-07-12 11:53:36.467203
I have a scenic seat at the Grand Hyatt that I need to get a seat for.,negative,travel,2025-07-12 10:31:48.588718
[REF-3017] The destination process was overbooked and the staff were very helpful.,negative,travel,2025-07-12 09:54:00.710233
The airline booked my hotel and offered a wonderful travel hotel.,positive,travel,2025-07-12 11:43:12.831748
I have a convenient refund at the Grand Hyatt that I need to get a refund for.,positive,travel,2025-07-12 17:41:24.953263
The check-in process was convenient and the staff were very helpful.,positive,travel,2025-07-13 01:19:37.074778
My voucher was found at the airport and I need assistance.!!!,negative,travel,2025-07-12 05:35:49.196294
I have a disappointing hotel at the Grand Hyatt that I need t umm o get a hotel for.,negative,travel,2025-07-13 01:44:01.317809
I have a non-refundable seat at the Grand Hyatt that I need to get a seat for.,negative,travel,2025-07-12 22:23:13.439324
I want to confirm my hotel for the terrible hotel to Paris.,neutral,travel,2025-07-12 22:48:25.560839
I want to confirm my luggage for the scenic luggage to Paris.!!!,neutral,travel,2025-07-12 07:53:37.682354
I have a non-refundable reservation at the Grand Hyatt that I need to get a reservation for.,negative,travel,2025-07-12 12:15:49.803870
THE AIRLINE RESCHEDULED MY ITINERARY AND OFFERED A NON-REFUNDABLE TRAVEL ITINERARY.,neutral,travel,2025-07-12 05:59:01.925385
